# z    ,     O[III] EW / H beta EW
     0.692663,      5.31670
     0.793326,      5.67533
     0.793145,      5.67533
     0.789255,      1.00403
     0.735611,      3.51072
     0.843894,     -501.539
     0.748447,      12.4455
     0.748869,      5.84197
     0.747763,      6.46166
     0.731350,      11.8662
     0.729737,     0.865141
     0.745613,      1.64695
     0.747007,     0.150353
     0.743929,    0.0262313
     0.774256,      2.80101
     0.764104,      2.57079
     0.743833,      9.56534
     0.763583,      2.81474
     0.771168,      2.90083
     0.769975,     0.281000
     0.745186,      1.46233
     0.799147,      4.20348
     0.736315,      3.12863
     0.765012,      1.08062
     0.775170,      2.69494
     0.849374,     -1225.22
     0.767522,      3.50087
     0.810033,      2.78153
     0.747775,     0.228349
     0.733935,      1.79524
     0.776044,      2.45507
     0.705332,     0.332446
     0.705597,      2.34982
     0.830933,     -552.850
     0.848694,     -2827.41
     0.733022,      3.65385
     0.793496,      1.60388
     0.906457,     -475.135
     0.702024,      2.15344
     0.848565,     -629.975
     0.837179,     -864.981
     0.750194,     -1381.23
     0.833176,     -577.293
     0.741411,     0.963433
     0.750499,     -522.036
     0.803714,      3.53039
     0.849046,     -1448.99
     0.849423,     -2042.42
     0.747158,     0.453458
     0.752892,     0.268831
     0.747336,      2.80626
     0.850638,     -589.477
     0.850243,     -654.128
     0.763675,      8.05577
     0.747092,      1.53906
     0.732920,      5.57614
     0.773786,      1.65064
     0.668460,      1.65273
     0.763125,      2.66496
     0.787647,      1.24028
     0.729609,      1.77171
     0.747420,    0.0122732
     0.748590,      3.76390
     0.768049,      1.01064
     0.855650,     -1707.26
     0.765836,     -268.333
     0.787899,     -2184.28
     0.855863,     -1281.94
     0.855825,     -1281.94
     0.883569,     -978.371
     0.772793,      1.74258
     0.770229,      3.66423
     0.741410,     0.741340
     0.741398,      4.93692
     0.753686,     0.896336
     0.748441,      2.21294
     0.761876,      5.25436
     0.840916,     -605.617
     0.791576,     -1408.64
     0.749597,     -1342.96
     0.788525,      3.26421
     0.810755,     -597.940
     0.787969,      1.47597
     0.684185,      1.45815
     0.789915,      1.89261
     0.856227,     -95.2596
     0.854663,     -1187.36
     0.767361,      1.54762
     0.739276,      1.02071
     0.732317,      3.93882
     0.659757,      2.92663
     0.771311,      1.64225
     0.739547,     0.988960
     0.824918,     -663.798
     0.740463,      1.41302
     0.786172,      1.52311
     0.778537,     0.469256
     0.787674,     0.385044
     0.837926,     -1094.47
     0.787462,     0.590738
     0.666486,     0.632941
     0.786547,      1.65999
     0.791709,    0.0901729
     0.746284,     0.819222
     0.797193,     -437.491
     0.744611,      7.52883
     0.824673,     -1122.74
     0.756103,      2.50324
     0.757105,     0.686920
     0.750844,     -1211.51
     0.760082,     -800.712
     0.788427,     -1086.42
     0.772232,      1.48767
     0.734627,     0.346806
     0.670439,      5.16419
     0.810559,     -737.239
     0.739743,      2.69502
     0.745797,     0.347495
     0.740309,      1.33088
     0.788511,     -601.537
     0.745299,      1.42212
     0.812661,     -661.886
     0.738356,      1.25068
     0.790742,     -505.715
     0.754486,      1.43546
     0.694803,      2.12943
     0.652472,      1.14679
     0.748595,      1.77710
     0.662654,      2.22390
     0.741434,     -534.916
     0.738334,     -978.227
     0.732274,     -388.746
     0.829703,     -915.933
     0.740216,      1.63950
     0.799423,     -899.438
     0.782545,     0.812853
     0.735423,      3.74028
     0.785170,      4.14542
     0.834843,     0.917418
     0.798173,      2.33986
     0.769180,      1.00389
     0.794950,    0.0376191
     0.712192,     0.856598
     0.793212,      3.90942
     0.750530,     -1047.60
     0.781418,      1.52275
     0.818833,     -365.782
     0.789177,      2.12847
     0.788183,      2.07884
     0.834398,     -766.035
     0.809906,     -980.422
     0.832895,     -213.312
     0.743145,      4.51582
     0.742771,      2.14114
     0.789608,     0.738486
     0.857755,     -806.891
     0.791694,     -209.752
     0.833990,     -798.165
     0.755274,      1.14786
     0.844032,     -287.761
     0.700339,     0.477914
     0.671657,      2.76895
     0.830093,     -471.883
     0.835269,      1.82986
     0.812431,     -809.261
     0.832605,     -3857.90
     0.754692,     0.591934
     0.803238,     -1115.30
     0.857890,     -400.103
     0.749149,      2.28269
     0.664971,     0.724526
     0.769346,     0.710334
     0.845599,     -836.886
     0.784156,      2.93413
     0.817919,     -1155.31
     0.692886,      1.01248
     0.778877,     0.325972
     0.830246,      2.16112
     0.786886,     0.334028
     0.840866,     -474.534
     0.738427,     0.541783
     0.772378,     0.441794
     0.696649,     0.720540
     0.739600,     0.444910
     0.787048,     0.926560
     0.803626,      2.92956
     0.886131,     -558.720
     0.658962,      3.74742
     0.842907,     -546.545
     0.701874,      4.37869
     0.844668,     -526.070
     0.737744,     0.463061
     0.789196,     0.867169
     0.710848,      2.10378
     0.796460,      1.10440
     0.834620,     -1149.59
     0.838082,     -180.834
     0.865740,     -831.634
     0.788898,     -560.800
     0.731940,     0.195575
     0.803129,      3.38636
     0.832887,     -2472.71
     0.742611,      4.52500
     0.800497,     0.890279
     0.799831,     -3272.88
     0.791959,      2.62165
     0.847944,     -603.773
     0.858193,     -350.285
     0.788645,     0.995780
     0.787541,     0.608217
     0.802944,      1.17626
     0.768736,      1.21655
     0.836220,     -851.310
     0.832876,     -864.937
     0.665715,      3.17432
     0.835789,     -385.122
     0.812807,     0.859225
     0.788637,      2.16872
     0.842727,     -649.333
     0.742336,      3.46846
     0.785089,      3.36536
     0.784991,      3.36536
     0.702731,      1.16331
     0.768193,      2.64394
     0.824115,     -1950.31
     0.768962,      2.18839
     0.702656,      1.22528
     0.740321,      1.29764
     0.739440,      2.77666
     0.834248,     -110.879
     0.738345,     0.822680
     0.784954,      3.59285
     0.792758,     0.562954
     0.784795,      1.28744
     0.792550,     0.879363
     0.822421,     -2148.83
     0.737975,      4.43841
     0.703855,     0.136985
     0.866995,     -1115.14
     0.822650,     -875.380
     0.791927,     0.680921
     0.710624,      1.25708
     0.696904,     0.409700
     0.803658,      3.62624
     0.866569,     -735.418
     0.793619,     0.112893
     0.653489,      2.92089
     0.823901,     -1060.51
     0.786452,      1.56770
     0.784941,      2.08390
     0.766832,      3.33239
     0.800794,      3.46164
     0.786740,      1.68881
     0.839094,     -542.242
     0.833760,     -813.842
     0.824757,     -435.636
     0.833542,     -690.439
     0.800132,     0.303025
     0.743037,     0.772369
     0.834007,      1.20331
     0.743549,      2.16336
     0.840950,     -370.031
     0.834156,     -561.013
     0.738105,      1.61655
     0.837679,     -1236.00
     0.776172,      3.07180
     0.858265,     -617.175
     0.787392,      5.33191
     0.813165,     -1047.40
     0.724603,      2.79237
     0.743370,      2.71265
     0.848317,     -664.686
     0.847997,     -664.686
     0.804565,     -744.001
     0.809961,     -1615.99
     0.740522,     0.942292
     0.859394,     -537.028
     0.805728,     -1140.49
     0.781323,     -912.235
     0.782161,     -912.235
     0.815975,     -849.611
     0.782354,     0.393766
     0.817887,      2.41082
     0.784117,     0.388784
     0.708586,      1.20800
     0.804641,    0.0578429
     0.694986,      8.84709
     0.784650,     -628.676
     0.784059,     -628.676
     0.709039,     0.698917
     0.709593,      2.34883
     0.710995,      1.92975
     0.694833,      2.34137
     0.727143,      2.30790
     0.697014,     0.731953
     0.763755,     -467.513
     0.824759,     -260.748
     0.714714,      2.28198
     0.746185,      2.68862
     0.743495,     0.959618
     0.743452,     0.959618
     0.743146,     -1238.85
     0.742657,     -1238.85
     0.738235,     -704.735
     0.756558,      2.91539
     0.786960,      1.18957
     0.791736,     -612.604
     0.737849,      1.36823
     0.743430,     0.881859
     0.757749,      1.08794
     0.854189,     -2578.56
     0.743018,      3.53803
     0.848870,     -717.635
     0.835944,     -731.097
     0.788989,      1.57651
     0.747467,     0.989194
     0.881496,     -414.231
     0.816174,     -129.419
     0.816023,     -129.419
     0.797597,      2.74130
     0.709039,     0.187980
     0.793887,     -1702.35
     0.792320,      1.57765
     0.872374,     -528.197
     0.750892,     -2286.76
     0.820395,     -960.232
     0.850342,     -1202.99
     0.727072,      1.60666
     0.710555,     0.248394
     0.769628,      3.71187
     0.803270,     -941.995
     0.784330,     0.799957
     0.859373,     -167.479
     0.721843,     0.874706
     0.785652,      3.02521
     0.820573,     -978.453
     0.727464,      3.83075
     0.742906,      1.22846
     0.843975,     -372.312
     0.773516,      2.34737
     0.786033,     0.527318
     0.785677,     -1016.65
     0.825545,      2.69244
     0.825666,     -497.436
     0.825349,     -1338.62
     0.822340,     -821.211
     0.833879,     -1053.22
     0.784927,      2.86128
     0.803884,      1.00596
     0.801998,      8.25459
     0.685608,      1.25178
     0.853332,     -452.508
     0.798460,     -578.010
     0.821624,     0.570653
     0.796493,      1.89687
     0.717225,      2.70637
     0.797859,      1.47547
     0.797614,      1.47547
     0.798268,     0.675426
     0.835500,     -762.208
     0.814256,     -587.422
     0.739597,     0.255166
     0.737159,     0.261381
     0.778799,      1.39342
     0.819760,      3.18706
     0.744247,      1.29625
     0.779803,      1.10380
     0.716194,     0.977966
     0.663951,   -0.0568576
     0.743124,     0.669278
     0.773017,      2.26758
     0.788756,      2.36146
     0.752624,      1.13687
     0.727769,      2.15313
     0.801935,     -283.542
     0.845824,     -507.763
     0.777130,     0.459492
     0.743268,      2.37661
     0.858606,     -2313.39
     0.815903,     -753.069
     0.739804,     0.406201
     0.667039,      5.65624
     0.731671,      1.77168
     0.739124,     0.276336
     0.832516,     0.673921
     0.826451,     -444.496
     0.770149,      2.66289
     0.831119,     -1175.12
     0.702349,      1.43801
     0.825693,     -423.632
     0.786050,      1.24395
     0.800465,     0.222699
     0.743102,      2.78707
     0.790740,     0.327493
     0.742018,      1.41007
     0.802077,      3.01550
     0.741057,    -0.221030
     0.783715,      2.83957
     0.777995,     0.558032
     0.738575,      2.31777
     0.798028,     -1882.50
     0.797476,     -1882.50
     0.778265,     0.545152
     0.777557,     0.545152
     0.785282,     0.690207
     0.785206,     0.690207
     0.778706,      2.42636
     0.778570,      2.57336
     0.749634,     0.307066
     0.820175,     -1073.02
     0.817653,      1.62463
     0.822017,     0.793783
     0.739960,      1.04298
     0.817648,     -837.558
     0.777319,      3.37001
     0.738456,      2.33350
     0.773958,      5.65467
     0.693250,     0.841223
     0.740265,      1.49047
     0.700518,      1.52480
     0.851621,     -305.781
     0.739893,     0.734435
     0.827810,     -937.697
     0.785769,      1.17541
     0.784263,     0.713713
     0.831438,     -480.953
     0.821222,     -409.849
     0.792726,     0.451113
     0.653360,      3.77422
     0.739781,     0.986115
     0.742553,      1.09829
     0.820897,     -448.975
     0.825115,      2.36973
     0.789331,     0.359515
     0.851848,     -449.837
     0.841020,     -814.048
     0.850884,     -274.797
     0.739469,      1.49783
     0.800161,      5.32535
     0.786632,      1.11237
     0.738441,      7.27050
     0.676958,     0.715568
     0.771632,      1.73273
     0.771730,      1.73273
     0.763733,      2.29932
     0.764546,   -0.0377616
     0.816695,     -613.682
     0.743254,     0.503505
     0.778037,     -271.032
     0.822992,     -957.891
     0.777941,     -536.213
     0.698172,     0.300769
     0.778722,      2.20650
     0.693645,     0.740169
     0.764822,     0.747891
     0.801310,     -312.729
     0.813998,     -847.489
     0.751915,     0.794524
     0.775395,      1.64920
     0.676815,      1.06750
     0.770352,    0.0472013
     0.836390,     -723.908
     0.867148,     -723.891
     0.742566,     0.423741
     0.698801,      3.40034
     0.696932,     0.693071
     0.724995,      2.75224
     0.732606,     -3089.18
     0.718294,      2.07555
     0.815854,     -656.861
     0.813680,     -4649.72
     0.808077,     0.401313
     0.786164,     0.993766
     0.830195,     -409.199
     0.662065,      2.03686
     0.766098,   -0.0997953
     0.858103,     -905.318
     0.743567,     0.798878
     0.742346,     0.587638
     0.818012,     -637.396
     0.742293,     0.560852
     0.762799,     0.503625
     0.806311,      2.37839
     0.818617,     -861.131
     0.816332,     -261.844
     0.817613,     0.536398
     0.717026,     0.907512
     0.849183,     -569.922
     0.818555,     -1010.65
     0.806034,     0.380147
     0.725765,     0.548776
     0.712261,      5.71865
     0.717076,     0.979322
     0.886167,     -653.776
     0.828922,     -1157.45
     0.739234,     0.955051
     0.694650,      1.22165
     0.814746,      3.86624
     0.829005,     -1809.22
     0.826707,     -2600.76
     0.837722,     -1407.49
     0.828758,     -1002.03
     0.848978,     -590.043
     0.825362,      1.79247
     0.741804,     0.453491
     0.808457,      1.65766
     0.808444,     -613.434
     0.807871,     -526.333
     0.830531,     -832.955
     0.846242,     -309.203
     0.733777,     0.501051
     0.868325,     -519.858
     0.738501,      1.37698
     0.875447,     -2773.98
     0.686757,      1.61896
     0.743928,      3.52973
     0.705656,      1.50907
     0.823060,     -123.022
     0.740033,      2.11584
     0.828543,     -796.466
     0.738390,      1.88361
     0.718570,      3.46904
     0.828060,      1.49408
     0.740559,      1.86238
     0.716729,      5.74738
     0.844649,     -808.806
     0.814336,     0.726340
     0.805455,     0.496508
     0.742523,      2.98781
     0.705814,     0.513790
     0.862178,     -542.673
     0.807449,     0.714077
     0.800300,     -849.379
     0.792689,     -323.083
     0.806807,     -530.525
     0.715230,      2.43754
     0.807086,     -727.303
     0.806638,     -857.145
     0.716908,     0.529062
     0.715445,      5.71238
     0.698773,     0.886252
     0.703980,      1.66159
     0.829239,     -339.584
     0.826284,     -1044.14
     0.872819,     -749.774
     0.697544,      1.63193
     0.807216,      1.26407
     0.737930,     0.462085
     0.829304,     -575.274
     0.735907,     0.431558
     0.872120,     -844.286
     0.716736,      1.81082
     0.805887,     0.783637
     0.871846,     -1029.37
     0.840204,     -1482.61
     0.725837,      4.93807
     0.697840,     0.918815
     0.806460,     -886.284
     0.803715,     -670.820
     0.743856,      2.90739
     0.815067,      1.97714
     0.727924,     0.573377
     0.814776,     -605.875
     0.811700,      3.55610
     0.728778,     0.119817
     0.708694,      3.53416
     0.705746,     0.343955
     0.726984,     0.439065
     0.816985,     -1027.89
     0.771681,     0.454848
     0.737305,      3.57407
     0.756726,      2.33930
     0.819664,     -495.212
     0.771462,      1.20690
     0.736704,      1.26995
     0.676462,      1.56229
     0.775968,     0.595876
     0.793747,     -737.833
     0.698671,      1.11279
     0.737191,      4.34760
     0.700361,     0.844214
     0.718841,     0.841933
     0.699826,      2.74532
     0.698583,     0.595564
     0.716858,     0.965659
     0.823561,     0.647978
     0.774434,      1.32060
     0.823962,     -991.820
     0.762276,     -1155.82
     0.805669,     -712.140
     0.761228,      7.40924
     0.728236,      5.34263
     0.741838,     0.724158
     0.741643,     0.724158
     0.806567,     0.273898
     0.670628,      2.30120
     0.772673,     -676.813
     0.879994,     -1125.80
     0.822522,      5.89155
     0.822539,      5.89155
     0.728754,      3.44342
     0.738728,      4.92277
     0.778243,      1.64045
     0.777188,     0.875440
     0.827120,     -601.398
     0.858714,     -510.545
     0.902434,     -2034.27
     0.793081,     0.839378
     0.792128,     0.677195
     0.817961,      1.72767
     0.747218,      3.31141
     0.816506,     0.614512
     0.716432,     0.723571
     0.772777,      2.50091
     0.774496,     0.448491
     0.698782,      1.00728
     0.773540,      1.35642
     0.874917,     -473.278
     0.762446,     0.406202
     0.727323,      5.27610
     0.730952,      3.99100
     0.804609,      1.07062
     0.729745,     0.568177
     0.874992,     -1643.47
     0.756336,      1.93146
     0.745325,     0.359344
     0.808532,     0.961269
     0.822180,     0.560787
     0.739302,    0.0995993
     0.739163,    0.0995993
     0.821922,      1.39074
     0.821875,      1.39074
     0.835714,     -631.590
     0.696105,     0.699258
     0.751148,      1.34800
     0.749649,     -312.550
     0.748602,      1.79077
     0.771499,      1.78690
     0.795628,      2.70597
     0.771502,      1.56944
     0.819225,     0.637249
     0.877200,     -1418.74
     0.817089,     -1868.82
     0.764923,     0.897601
     0.778187,      2.52643
     0.675835,      2.10273
     0.656302,      6.26827
     0.844052,     -661.242
     0.744682,      1.78070
     0.763942,     -1289.70
     0.657170,    0.0957518
     0.658276,      3.33797
     0.698114,      2.90587
     0.731398,      5.88562
     0.761882,      1.65283
     0.760508,      2.71418
     0.782104,     0.606204
     0.825996,     -494.177
     0.802618,      2.18614
     0.861385,     -555.900
     0.826467,     -574.922
     0.835366,     -1863.65
     0.756595,      1.24691
     0.808216,     -677.131
     0.806365,     -1480.36
     0.750846,     -1828.85
     0.732006,     0.743616
     0.872105,     -787.220
     0.878961,     -691.991
     0.879131,     -691.991
     0.807585,     -1050.22
     0.810969,     -898.698
     0.811647,     -1005.55
     0.811590,     -1005.55
     0.745296,     0.289949
     0.816817,     -625.678
     0.766351,      1.46359
     0.750860,     -1003.36
     0.751711,      2.22718
     0.701244,     0.701305
     0.700012,      3.71704
     0.751508,    0.0944734
     0.809667,     0.988355
     0.772298,      2.65557
     0.771559,     0.367497
     0.767715,     0.837294
     0.788860,      3.59067
     0.737095,     0.734580
     0.776909,      1.37466
     0.768535,      7.02654
     0.791297,      1.93055
     0.696096,      1.75358
     0.790502,      2.36574
     0.774775,      2.30591
     0.758135,      2.71028
     0.655036,     0.784132
     0.675915,  -0.00895950
     0.766155,      2.05322
     0.769435,      3.75303
     0.819596,      1.77353
     0.788721,     0.906922
     0.808636,      4.31129
     0.707139,      1.00781
     0.778368,     0.437111
     0.875223,     -214.497
     0.851425,     -1303.62
     0.763190,      4.15109
     0.860083,     -1137.29
     0.866344,     -521.906
     0.704569,      6.01596
     0.873210,     -848.487
     0.751262,      2.07495
     0.732576,      1.27860
     0.763941,    -0.471994
     0.736878,     0.633497
     0.740098,      1.49667
     0.820268,     -575.089
     0.737615,     0.293568
     0.771725,      1.06254
     0.816475,    0.0455571
     0.747797,     0.364504
     0.816322,      2.02392
     0.822608,     -551.912
     0.806953,     -323.531
     0.753249,      3.54387
     0.770684,     -1155.82
     0.763492,     -2094.43
     0.721245,      9.68167
     0.772195,     -1270.05
     0.761858,     0.883084
     0.748765,    0.0345347
     0.760592,      1.61257
     0.722178,      6.26049
     0.697443,     0.925480
     0.758593,     0.830647
     0.777039,     -687.561
     0.750567,     -704.182
     0.751839,     -744.979
     0.772620,     -1539.11
     0.704028,     0.337398
     0.816047,     0.199097
     0.696896,      2.25737
     0.828535,     -1007.97
     0.765247,     -681.859
     0.697434,      6.13280
     0.764262,     -643.416
     0.721632,      6.87910
     0.771579,     -567.566
     0.671487,      2.83167
     0.769647,     -507.240
     0.770258,      4.65503
     0.792198,     -499.204
     0.752783,     -382.204
     0.791421,      2.21895
     0.761777,     0.961444
     0.679603,      4.95052
     0.841708,     -1212.90
     0.840095,     -580.861
     0.833668,     -1092.50
     0.680856,      3.66669
     0.811440,      1.88511
     0.763511,    -0.105125
     0.834401,     -999.241
     0.855770,     -593.303
     0.768299,      3.09721
     0.841139,     -1701.32
     0.850016,     -592.712
     0.831571,     -302.066
     0.837780,     -1587.58
     0.767590,      2.02388
     0.768752,     0.693380
     0.767592,      2.34227
     0.791628,      2.07801
     0.851373,     -1800.27
     0.663907,      1.74502
     0.792114,     0.618058
     0.770996,     0.893256
     0.849748,     -1073.57
     0.850282,     -758.307
     0.856042,     -369.479
     0.757073,      1.19289
     0.655588,      7.02429
     0.706026,      3.39605
     0.772967,      1.45723
     0.773294,     0.713430
     0.780255,     0.630635
     0.747289,    -0.617779
     0.852498,     -979.362
     0.856094,     -1006.20
     0.787506,      1.70470
     0.744418,      1.13496
     0.792914,      9.37526
     0.766077,      3.81810
     0.747321,     0.626743
     0.774502,      1.95949
     0.789673,     0.822311
     0.725159,     0.376583
     0.776541,      1.92208
     0.775367,     0.508912
     0.787037,      1.00473
     0.772843,      1.38794
     0.764937,    -0.490212
     0.789559,      1.00624
     0.764810,     0.511065
     0.701352,     0.945045
     0.764824,     0.801960
     0.783377,      1.65601
     0.864456,     -434.375
     0.793537,     0.327484
     0.747766,      2.53453
     0.768993,      4.36905
     0.803260,     0.900538
     0.799681,     -357.096
     0.803568,     0.369194
     0.748800,     0.680206
     0.743290,     0.552304
     0.761105,     0.111917
     0.792097,      3.02669
     0.847575,     -2128.68
     0.766813,      1.51202
     0.788773,      1.12141
     0.726955,     0.454881
     0.836353,     -333.625
     0.760298,      4.86758
     0.812558,     -347.906
     0.656287,      3.04165
     0.714584,      1.79034
     0.770715,     0.282147
     0.740837,      3.21343
     0.656406,      4.73327
     0.842857,      2.41073
     0.724785,      3.30293
     0.717838,      2.17223
     0.700751,      2.28823
     0.796393,     0.494850
     0.724101,     0.714057
     0.769984,      1.98800
     0.742542,      1.86575
     0.783849,     0.689709
     0.729687,     0.537290
     0.722481,     0.491882
     0.842139,     -857.238
     0.721795,      1.01723
     0.847248,     -672.153
     0.772404,    -0.294849
     0.708065,      2.69640
     0.782681,      1.69779
     0.783117,     0.225747
     0.847518,     -711.418
     0.721739,     0.632428
     0.771708,     0.281480
     0.839481,     -453.650
     0.779988,     0.468875
     0.765381,     0.638920
     0.781683,      1.22174
     0.747493,     0.409043
     0.778529,     0.285242
     0.779172,      9.31962
     0.782040,     0.423001
     0.653366,    0.0687423
     0.805913,     0.330381
     0.766090,     0.903432
     0.765371,      1.27761
     0.854630,     -791.117
     0.785949,      1.81799
     0.797649,     0.509147
     0.763949,      2.28071
     0.765673,      1.67225
     0.785952,     0.847467
     0.765052,     0.716208
     0.854792,     -3528.36
     0.783230,     -55.6124
     0.746491,      1.51400
     0.787787,      3.72381
     0.787719,      3.72381
     0.746337,      2.33493
     0.746280,      2.33493
     0.745091,     0.813475
     0.747370,      4.14548
     0.800892,     -672.110
     0.786581,      2.32039
     0.844478,      1.22418
     0.843674,      1.22418
     0.755632,      4.62901
     0.835833,     -994.227
     0.718499,     0.560697
     0.850552,     -594.104
     0.770396,     -1.56413
     0.789400,      1.12778
     0.714596,      2.33764
     0.790756,     0.821938
     0.781154,      1.62910
     0.789009,      1.08533
     0.834761,      3.26569
     0.680900,      2.95986
     0.780477,      2.46743
     0.786258,      2.24026
     0.707848,      1.94793
     0.765266,    -0.280594
     0.722986,     0.836693
     0.815938,     -824.100
     0.856388,     -1861.05
     0.677261,      3.35670
     0.721378,      4.65905
     0.778481,      1.77713
     0.764138,      2.93886
     0.789586,      1.74940
     0.698174,     0.655443
     0.803095,      2.14215
     0.866674,     -1087.99
     0.764770,      1.98723
     0.671354,     0.721152
     0.663154,   -0.0924308
     0.789837,      1.03945
     0.855125,     -326.640
     0.805191,     0.872533
     0.777108,      2.80940
     0.764335,      2.63104
     0.781418,      2.21894
     0.844119,     -307.186
     0.658900,      3.52463
     0.674203,      3.08575
     0.747774,      2.17988
     0.855754,     -1019.41
     0.786756,     0.838770
     0.786729,     0.838770
     0.833733,     -750.915
     0.833739,     -750.915
     0.794928,      3.94567
     0.794918,      3.94567
     0.819015,     0.687659
     0.818878,     0.687659
     0.745590,      1.41224
     0.747115,      1.07011
     0.716997,     0.705068
     0.745809,     0.791123
     0.800496,     -543.868
     0.659321,     0.464951
     0.800772,      1.23800
     0.747435,      2.75285
     0.747545,      2.75285
     0.659184,     0.456999
     0.668217,      3.72446
     0.786518,      1.22099
     0.778328,      3.17410
     0.783145,     0.428999
     0.791702,      3.25834
     0.799559,     0.693558
     0.772818,    0.0197522
     0.789739,     -437.775
     0.789898,     -437.775
     0.805550,     -1800.98
     0.789889,      1.88720
     0.721436,      1.06411
     0.791933,     0.104252
     0.770127,      1.37588
     0.790856,     -715.865
     0.720469,     0.335617
     0.680618,     0.419111
     0.728475,      1.88760
     0.719580,      6.43998
     0.788957,     -900.241
     0.764928,      4.01389
     0.809376,     0.776781
     0.778894,     -518.880
     0.774488,     -886.993
     0.774498,     -886.993
     0.770974,     0.636232
     0.763182,      4.12378
     0.679884,      2.17089
     0.679788,      2.17089
     0.779293,     0.679922
     0.689727,     0.561336
     0.778862,     0.864890
     0.721352,    0.0178332
     0.715681,     0.422110
     0.715663,     0.422110
     0.773969,      2.92280
     0.774023,      2.92280
     0.815952,      1.20547
     0.670191,      3.50186
     0.873198,     -776.884
     0.793178,     -898.256
     0.792890,     0.537052
     0.804966,     -467.790
     0.805461,     -467.790
     0.719319,      1.44410
     0.790583,     0.772833
     0.775187,      1.47058
     0.790296,     -2217.50
     0.789714,     -2217.50
     0.745511,     -1087.78
     0.789547,      2.30138
     0.790340,      1.34708
     0.806033,     -478.525
     0.775852,     -1768.43
     0.743963,      1.24835
     0.744273,      1.24835
     0.858666,     -499.591
     0.774820,      1.28261
     0.728634,      3.82250
     0.728401,      3.82250
     0.748449,      12.8586
     0.788802,      2.14284
     0.832798,      1.45128
     0.771208,      1.52629
     0.864120,     -3036.83
     0.797293,      1.76057
     0.814152,     0.384095
     0.806453,     -526.930
     0.808134,     -2403.43
     0.779065,     0.324671
     0.762365,      2.12434
     0.807536,      2.18222
     0.818874,     -1279.99
     0.803659,     -438.161
     0.814261,     -1259.99
     0.728999,     0.471102
     0.833224,     -1764.92
     0.817387,      3.65648
     0.722540,      5.31995
     0.654403,      3.34360
     0.681208,      10.4462
     0.850505,     -1482.63
     0.773217,      3.29209
     0.763717,      3.03881
     0.659282,      3.33019
     0.763567,      5.10834
     0.719479,     0.749304
     0.817092,      1.30634
     0.656331,     0.204138
     0.777902,      2.23353
     0.832268,     -1406.30
     0.703729,     0.427238
     0.674728,      2.38892
     0.831927,     -1702.45
     0.746679,      1.74357
     0.717636,      2.91548
     0.800194,      6.06688
     0.833229,     -654.257
     0.763943,     -774.156
     0.841232,     -1979.30
     0.857749,     -727.044
     0.851135,     -386.151
     0.842332,     -488.609
     0.671957,      2.19109
     0.813363,     -1128.42
     0.674382,      8.98439
     0.841474,     -849.926
     0.669976,      4.37974
     0.791025,     0.440670
     0.682680,      2.01517
     0.844814,     -2306.73
     0.791397,   -0.0751927
     0.841402,     0.393446
     0.790511,      1.27803
     0.860001,     -646.029
     0.792463,     0.919147
     0.843958,     0.726582
     0.847437,     -1305.93
     0.858598,     -602.914
     0.860753,     -172.900
     0.764973,    0.0572776
     0.843868,     -313.147
     0.790077,      1.13051
     0.857041,     -342.758
     0.790347,     0.365196
     0.722451,     0.378828
     0.791445,     0.788078
     0.863353,     -760.350
     0.807910,    -0.106855
     0.854743,     -300.148
     0.762455,      1.82507
     0.792466,      3.02956
     0.761633,    -0.612778
     0.871719,     -2893.10
     0.843577,     -807.241
     0.764446,      2.20303
     0.791345,      1.00556
     0.762090,      1.36293
     0.806915,     -3444.19
     0.746088,      2.63217
     0.745963,      2.63217
     0.763539,      7.50343
     0.763370,      7.50343
     0.744241,      2.39793
     0.744238,      2.39793
     0.680416,      1.25268
     0.791394,      3.52865
     0.775830,      1.50368
     0.824959,     -1237.25
     0.681606,      11.1548
     0.819237,     0.757969
     0.818410,      1.09793
     0.831168,     -1071.31
     0.806609,     0.401714
     0.800354,     0.225233
     0.826818,     -390.378
     0.685554,      1.76503
     0.717301,     0.882385
     0.767061,     0.568522
     0.767461,      3.51535
     0.814768,      1.20337
     0.656880,      2.66568
     0.725031,      5.13650
     0.790871,     0.826948
     0.767722,      1.35788
     0.833102,     -561.167
     0.722905,      1.00564
     0.767551,     0.892603
     0.702575,      1.42457
     0.804814,      1.84470
     0.842344,     -1315.74
     0.763178,      3.75011
     0.816565,      1.09532
     0.653087,      10.6405
     0.850767,     -381.004
     0.860456,     -435.263
     0.834996,     -1117.95
     0.791892,     0.921377
     0.789883,      1.93729
     0.833252,     -691.252
     0.791832,     0.599266
     0.763444,      4.09984
     0.840269,     -616.109
     0.847904,     -496.954
     0.846547,     -604.870
     0.698936,      3.04409
     0.764698,     0.653337
     0.656795,      1.88897
     0.855071,     -799.118
     0.820778,      1.10058
     0.846897,     -913.301
     0.794503,     0.519335
     0.867826,     -804.639
     0.867297,     -2312.14
     0.698312,      2.10202
     0.764618,      1.07582
     0.857719,     -320.700
     0.744936,     0.889180
     0.858701,     -1377.42
     0.857302,     -484.454
     0.857471,     -484.454
     0.869235,     -642.371
     0.855758,     -812.126
     0.857064,     -466.959
     0.856903,     -466.959
     0.778053,      3.77634
     0.789562,     0.339200
     0.769261,      2.90545
     0.789681,      1.50936
     0.789899,      1.50936
