# z   ,    O[III] EW / O[II] EW
      1.08927,     -519.072
     0.842250,      2.76242
      1.29895,     -147.157
      1.29891,     -147.157
      1.22801,     -205.797
      1.26100,     -335.506
     0.904753,     -66.6207
      1.39854,     -656.488
      1.11047,     -139.256
      1.11046,     -139.256
      1.09266,     -456.730
     0.866856,     -728.798
      1.11250,     -169.565
      1.22246,     -331.247
      1.04572,     -504.498
      1.30548,     -435.181
      1.01469,     -292.841
      1.01457,     -292.841
      1.30578,     -224.617
      1.22309,     -172.017
     0.842739,     -535.369
     0.842629,     -535.369
     0.837364,     -845.316
     0.758276,     0.470416
     0.779968,      1.52377
      1.12485,     -428.130
     0.990576,     -461.457
     0.990273,     -461.457
      1.33367,     -207.773
      1.01378,     -132.432
     0.779356,     0.361851
     0.933312,     -276.386
     0.933870,     -276.386
     0.950441,     -339.853
     0.950425,     -339.853
     0.377278,     -319.741
     0.849247,     -319.741
      1.33775,     -160.708
     0.903414,     -502.171
     0.792242,     0.664324
      1.04881,     -209.605
      1.33774,     -226.134
      1.39770,     -138.606
     0.847152,     -148.034
     0.761059,     0.278682
     0.840598,     -680.187
     0.840968,     -680.187
      1.12850,     -138.388
     0.837776,     -247.923
      1.01104,     -392.179
      1.12723,     -165.223
      1.22312,     -283.301
      1.22315,     -283.301
      1.10474,     -498.429
      1.30843,     -136.433
      1.30842,     -136.433
      1.18977,     -173.813
     0.766663,     0.381620
     0.788507,     0.411456
      1.10575,     -1217.89
      1.10506,     -1217.89
     0.942646,     -786.026
     0.779188,     0.271555
     0.944598,     -143.948
     0.944852,     -143.948
     0.836308,     -156.069
     0.860044,     -316.394
     0.904597,     -275.619
     0.874336,     -455.572
     0.873194,     -297.553
     0.920751,     -203.931
     0.867682,     -181.138
     0.905399,     -280.812
     0.825560,     -169.101
     0.825536,     -169.101
      1.34518,     -254.920
      1.27133,     -308.317
      1.22091,     -251.823
     0.872196,     -103.542
     0.872186,     -103.542
     0.829684,     -852.838
     0.905460,     -140.595
     0.904525,     -137.890
      1.35751,     -787.729
      1.00280,     -364.676
     0.934933,     -206.401
     0.934917,     -206.401
      1.25934,     -654.172
      1.10077,     -136.890
      1.07223,     -292.145
      1.00244,     -264.968
      1.00271,     -264.968
      1.22139,     -429.141
      1.22143,     -429.141
      1.10032,     -112.237
      1.10028,     -112.237
     0.890132,     -246.305
     0.890058,     -246.305
     0.775524,     0.307969
     0.775086,     0.307969
      1.36947,     -186.663
      1.09747,     -146.782
      1.09742,     -146.782
     0.897117,     -471.908
     0.895666,     -471.908
      1.34620,     -142.820
      1.18518,     -232.111
      1.18437,     -232.111
     0.905118,     -135.886
     0.905109,     -135.886
     0.936711,     -318.550
     0.936769,     -318.550
      1.12195,     -188.871
      1.01339,     -277.079
      1.10439,     -677.163
      1.10437,     -677.163
     0.958499,     -215.669
     0.860146,     -154.149
     0.860065,     -154.149
      1.11711,     -181.862
      1.24362,     -305.056
      1.04182,     -198.483
      1.20293,     -230.553
      1.20284,     -230.553
      1.36308,     -70.7388
      1.11127,     -182.518
      1.10500,     -432.219
      1.10515,     -164.002
     0.995668,     -246.417
     0.893676,     -250.686
     0.893646,     -250.686
     0.748554,     0.131124
     0.748422,     0.131124
      1.10504,     -216.143
      1.10504,     -216.143
      1.06864,     -266.552
      1.36092,     -245.189
      1.26985,     -191.421
      1.09878,     -340.127
      1.09882,     -340.127
     0.869265,     -162.791
     0.869249,     -162.791
     0.976441,     -224.170
     0.929609,     -565.700
     0.931263,     -173.956
      1.39615,     -291.707
     0.881351,     -288.550
     0.843301,     -240.189
     0.966939,     -482.596
     0.868377,     -1134.18
      1.41622,     -93.2439
      1.36046,     -219.791
     0.822558,     -802.167
      1.10861,     -449.159
      1.00979,     -140.146
     0.842325,     -441.246
      1.27243,     -313.556
      1.27250,     -313.556
     0.843363,     -979.069
      1.39818,     -451.130
      1.04975,     -186.624
      1.38385,     -114.950
     0.813031,     -216.210
      1.30282,     -222.327
     0.755306,     0.133618
     0.751707,      1.53807
     0.751577,     0.692207
     0.904030,     -396.598
     0.840838,     -249.028
     0.907709,     -282.222
      1.03151,     -173.260
     0.903254,     -289.267
     0.866888,     -827.468
     0.751195,     0.180416
     0.752024,    0.0709742
     0.867283,     -1560.63
      1.25954,     -137.807
     0.807447,     -217.678
     0.806983,      1.57381
     0.779186,    0.0590444
     0.896817,     -458.552
      1.12466,     -171.445
     0.903386,     -732.632
     0.747575,     0.302025
     0.806333,     0.607721
     0.865398,     -858.219
     0.815707,     0.861691
     0.868728,     -465.484
     0.756496,     0.647821
     0.736665,     0.253591
     0.812011,    0.0644757
     0.817262,     -415.870
     0.800962,     -112.522
     0.751518,     0.251634
      1.45351,     -226.576
     0.978506,     -239.339
      1.01877,     -339.384
      1.26270,     -190.524
     0.868227,     -1373.28
     0.903431,     -188.851
     0.803866,     -214.248
      1.39754,     -164.488
      1.42486,     -192.575
     0.756384,      1.09746
      1.01658,     -229.504
     0.804568,     -196.648
     0.804150,     -241.393
     0.802987,     -209.179
     0.805591,     -416.082
      1.04105,     -146.780
      1.42668,     -130.308
     0.995249,     -260.361
     0.756659,     0.415820
      1.27384,     -101.495
      1.03832,     -577.162
     0.868649,     -731.113
      1.26854,     -190.565
     0.805314,     -121.873
     0.977465,     -219.038
      1.01912,     -370.992
      1.01737,     -229.400
      1.29705,     -213.365
      1.21055,     -155.543
     0.813267,      4.02625
     0.812500,     -195.676
     0.865493,     -198.308
     0.808443,     -351.251
      1.01237,     -244.190
      1.17320,     -127.164
      1.17278,     -233.517
     0.904057,     -169.011
      1.01698,     -158.051
     0.869140,     -624.850
      1.09388,     -205.026
     0.792579,     0.379798
     0.751586,     0.753042
     0.867340,     -238.588
      1.17594,     -237.114
     0.806988,     0.300924
      1.21120,     -275.997
     0.827697,     -310.883
     0.805363,     0.769916
      1.22468,     -249.591
      1.11007,     -192.165
      1.27124,     -78.3392
      1.08944,     -233.494
     0.849021,     -237.400
      1.25580,     -205.089
     0.874315,     -752.535
      1.20649,     -375.451
     0.804954,      2.00372
      1.27130,     -150.144
     0.770685,     0.163776
     0.907274,     -1824.48
      1.33561,     -205.628
      1.12476,     -157.891
      1.22116,     -484.590
      1.22513,     -195.253
     0.948351,     -318.476
     0.849983,     -514.923
      1.09101,     -607.147
     0.731433,      4.01948
     0.731520,      4.01948
     0.760366,     0.429725
      1.01729,     -436.624
     0.773408,     0.542787
      1.20232,     -227.141
      1.20254,     -175.251
      1.20253,     -175.251
     0.851110,     -170.514
      1.15052,     -677.948
      1.32459,     -95.0923
     0.848887,     -428.264
     0.848802,     -428.264
     0.836103,     -756.539
     0.836027,     -756.539
     0.804504,      1.15831
     0.779801,      1.63186
     0.989685,     -208.808
     0.989928,     -208.808
      1.34567,     -391.833
      1.01312,     -118.327
      1.22404,     -273.538
      1.12618,     -280.320
     0.850597,     -414.234
      1.20524,     -109.660
      1.20593,     -109.660
     0.955682,     -285.645
     0.956020,     -285.645
     0.955845,     -285.645
     0.850405,     -219.457
     0.850361,     -219.457
     0.851207,     -313.961
      1.10629,     -318.221
      1.35548,     -108.053
      1.35559,     -108.053
     0.923175,     -284.396
     0.941495,     -118.349
      1.22626,     -182.189
      1.40590,     -166.622
     0.967931,     -207.533
     0.967643,     -207.533
     0.940472,     -287.549
     0.789559,     0.422185
     0.791306,      1.28505
     0.941371,     -148.323
     0.941419,     -148.323
      1.12545,     -132.820
      1.12555,     -132.820
      1.01137,     -903.382
      1.18058,     -257.826
     0.940613,     -524.033
      1.10706,     -694.837
     0.989258,     -447.805
      1.12535,     -352.256
      1.12547,     -352.256
     0.871128,     -311.474
     0.877840,     -409.812
     0.877200,     -409.812
     0.877722,     -409.812
     0.877734,     -409.812
     0.921358,     -144.841
     0.871472,     -298.317
     0.871439,     -298.317
     0.806517,     -716.031
     0.945089,     -128.872
     0.870278,     -244.022
     0.869932,     -244.022
     0.870296,     -244.022
     0.868908,     -203.905
      1.19499,     -334.613
      1.01871,     -395.266
      1.20015,     -104.850
      1.20004,     -104.850
      1.01767,     -126.763
     0.879273,     -218.053
     0.879607,     -218.053
     0.876100,     -177.977
     0.800469,     -259.767
     0.928695,     -290.804
     0.928372,     -290.804
     0.928820,     -290.804
     0.928612,     -290.804
      1.19712,     -196.713
      1.19979,     -377.985
      1.19980,     -377.985
     0.843084,     -309.989
     0.843261,     -309.989
     0.805735,     -231.139
     0.806634,     -231.139
     0.935153,     -243.378
     0.935126,     -243.378
     0.878424,     -189.509
     0.878385,     -189.509
     0.915797,     -320.813
      1.06696,     -43.9267
      1.06673,     -43.9267
     0.921956,     -571.414
     0.921875,     -571.414
     0.829209,     -356.374
     0.829061,     -356.374
     0.829165,     -356.374
     0.876000,     -157.420
     0.875493,     -157.420
     0.876077,     -157.420
     0.876043,     -157.420
     0.845176,     -736.228
     0.845998,     -417.085
     0.972856,     -142.109
     0.972830,     -142.109
      1.34054,     -464.393
      1.34038,     -464.393
      1.06718,     -224.744
      1.06690,     -224.744
     0.823851,     -445.184
      1.06804,     -154.865
      1.10751,     -157.244
      1.10739,     -157.244
     0.868437,     -223.458
     0.868391,     -223.458
     0.868412,     -223.458
     0.868531,     -223.458
     0.778041,     -211.523
     0.807482,     -146.978
     0.806613,     -146.978
      1.01632,     -83.8716
     0.870320,     -179.031
     0.870249,     -179.031
     0.880098,     -172.782
     0.880075,     -172.782
     0.880059,     -172.782
     0.880205,     -172.782
     0.929622,     -371.792
     0.929730,     -371.792
      1.01784,     -404.693
      1.01785,     -404.693
      1.27456,     -189.740
      1.30846,     -374.871
      1.30743,     -425.381
      1.30742,     -425.381
      1.30758,     -425.381
     0.815378,     -196.484
     0.815434,     -196.484
     0.870140,     -207.092
      1.30656,     -225.817
     0.748496,     0.716945
     0.748526,     0.716945
     0.814877,     -548.348
     0.814769,     -548.348
      1.28188,     -341.167
      1.00442,     -119.253
      1.26236,     -127.797
      1.26231,     -127.797
      1.00383,     -752.693
     0.808932,     -231.274
      1.30618,     -288.643
      1.30618,     -288.643
      1.20474,     -78.6290
      1.20454,     -78.6290
      1.04776,     -145.854
     0.860906,     -109.622
     0.830156,     -304.388
     0.830055,     -304.388
     0.817300,     -236.622
     0.817479,     -236.622
      1.12827,     -437.683
     0.879156,     -367.651
      1.04573,     -274.967
     0.819638,     -233.140
     0.820103,     -233.140
     0.835325,     -916.181
     0.835371,     -916.181
     0.834088,     -663.322
     0.807647,     -260.690
     0.807696,     -260.690
      1.00532,     -224.715
     0.822880,     -190.713
     0.823150,     -1074.90
     0.807968,     -781.921
      1.11851,     -166.972
     0.963281,     -385.134
     0.868117,     -208.307
     0.861672,     -91.8519
     0.808807,     0.384458
      1.06837,     -124.271
     0.949484,     -380.701
      1.11494,     -292.289
      1.24393,     -190.828
     0.974351,     -359.694
     0.841192,     -224.214
      1.24827,     -86.6264
      1.06766,     -529.920
     0.842415,     -303.625
     0.865286,     -427.958
     0.865317,     -427.958
     0.865643,     -575.923
     0.863020,     -202.447
     0.862629,     -574.746
     0.968694,     -241.618
      1.24480,     -354.467
      1.24527,     -354.467
     0.987533,     -117.318
     0.855372,     -1103.08
     0.867871,     -220.015
     0.876969,     -131.260
     0.807651,     -330.452
     0.841809,     -364.730
     0.974382,     -159.001
     0.936438,     -145.719
     0.806176,     -311.515
     0.863772,     -405.175
     0.863868,     -502.500
     0.961924,     -367.887
      1.00960,     -401.077
     0.861797,     -194.757
     0.861761,     -194.757
     0.806913,     -466.602
     0.859639,     -259.808
     0.923954,     -219.777
     0.862960,     -385.643
     0.822225,     -165.798
      1.12428,     -292.027
      1.02439,     -116.466
      1.02374,     -116.466
      1.31157,     -402.628
     0.896870,     -136.828
      1.30089,     -221.732
     0.937084,     -457.417
     0.866417,     -178.347
     0.869904,     -193.137
     0.806064,     -401.047
     0.744421,     -470.897
     0.875835,     -77.6109
     0.874440,     -495.209
     0.926703,     -535.838
      1.26590,     -86.8686
      1.02107,     -1634.40
      1.02091,     -1634.40
      1.30108,     -338.849
     0.865044,     -279.609
      1.25075,     -143.567
     0.791369,     -436.893
     0.791299,     -436.893
      1.03842,     -80.0027
      1.39126,     -198.441
     0.983187,     -143.120
     0.983294,     -143.120
     0.983140,     -354.448
      1.03757,     -159.872
     0.800644,     -455.181
     0.850139,     -299.045
      1.02079,     -257.162
      1.02060,     -257.162
     0.983227,     -332.913
     0.791800,     0.304978
     0.901985,     -309.625
      1.27322,     -445.576
     0.984376,     -1155.76
      1.17729,     -400.109
      1.01544,     -131.110
     0.937349,     -166.402
     0.863884,     -150.789
      1.12447,     -218.062
      1.12449,     -218.062
      1.03843,     -141.673
      1.04271,     -255.453
     0.943078,     -139.020
      1.25181,     -248.873
     0.850099,     -79.7534
     0.850380,     -79.7534
     0.809060,     -280.997
     0.781352,     -157.525
     0.947033,     -554.654
      1.25141,     -190.613
     0.849917,     -117.699
     0.980726,     -347.317
      1.22678,     -353.365
      1.17772,     -394.896
      1.21670,     -99.8873
      1.25522,     -250.945
     0.851384,     -675.161
     0.870328,     -255.634
     0.870663,     -255.634
     0.851554,     -204.767
     0.806386,     -142.838
     0.806372,     -142.838
      1.14394,     -157.935
     0.850982,     -313.662
     0.806398,     -137.786
     0.788302,     0.443510
      1.20230,     -188.133
      1.20516,     -1556.45
      1.20306,     -1556.45
      1.22372,     -55.5491
     0.962643,     -207.606
     0.962839,     -207.606
     0.804846,     0.276103
     0.807627,     -164.059
     0.787881,     -341.531
     0.789205,     -509.646
      1.04600,     -242.432
     0.780067,     0.346030
     0.772917,     0.126984
     0.770131,     0.542178
     0.948033,     -114.835
     0.948095,     -114.835
      1.20855,     -402.483
      1.26927,     -241.715
      1.34748,     -203.704
      1.34743,     -203.704
      1.21636,     -117.489
     0.870840,     -168.938
      1.12487,     -198.433
      1.12495,     -198.433
      1.29054,     -176.887
      1.29054,     -176.887
      1.34059,     -374.936
     0.805223,     -265.358
     0.805549,     -184.425
      1.27305,     -87.4106
      1.20432,     -430.663
     0.789212,     0.346155
     0.883350,     -147.187
     0.785050,     -335.241
      1.34644,     -205.706
     0.789863,     0.384554
      1.19991,     -72.2041
      1.19990,     -72.2041
     0.849477,     -189.621
     0.866911,     -148.841
      1.19972,     -172.020
      1.22646,     -615.492
      1.05151,     -225.897
      1.03882,     -312.257
     0.938253,     -116.567
     0.829860,     -587.561
     0.829876,     -587.561
     0.807884,     -194.448
     0.882295,     -218.468
     0.808674,     -793.826
     0.808382,     -793.826
      1.12007,     -139.020
      1.21305,     -81.1260
     0.843342,     -509.304
     0.843449,     -509.304
     0.955688,     -235.401
     0.873290,     -352.746
     0.956665,     -175.160
     0.956497,     -175.160
     0.991707,     -195.797
     0.991362,     -195.797
     0.824385,     -277.270
     0.824359,     -277.270
     0.864585,     -211.680
     0.864565,     -211.680
     0.788483,     0.601050
     0.788473,     0.601050
     0.781851,     0.970980
     0.781782,     0.970980
     0.872493,     -191.434
     0.872454,     -191.434
      1.22373,     -247.733
      1.22367,     -247.733
     0.792839,     0.841595
     0.829298,     -150.054
     0.829279,     -150.054
     0.831334,     -163.723
     0.831282,     -163.723
     0.776077,     0.651572
     0.775869,     0.651572
     0.843977,     -1276.16
     0.791003,     -155.932
     0.790851,     -155.932
      1.19264,     -362.203
      1.19258,     -362.203
     0.848383,     -1053.26
     0.848310,     -1053.26
     0.826543,     -234.457
     0.826518,     -234.457
     0.825926,     -278.674
      1.04840,     -347.891
      1.36088,     -580.893
     0.840559,     -126.082
     0.840506,     -126.082
     0.792926,     0.316532
     0.792890,     0.316532
     0.811126,     0.916687
      1.05052,     -282.192
      1.05069,     -276.181
      1.05067,     -276.181
      1.27894,     -92.0749
      1.27893,     -92.0749
     0.866438,     -300.945
     0.848358,     -191.407
      1.11098,     -559.584
      1.22515,     -166.988
     0.778198,     0.348824
      1.29116,     -148.173
     0.779281,     0.583657
      1.34635,     -265.988
     0.829314,     0.520070
     0.829215,     0.520070
     0.776596,      1.20885
      1.25801,     -165.196
     0.793000,     0.533701
     0.839681,     -385.021
     0.839411,     -385.021
     0.787107,     0.562484
     0.787016,     0.562484
     0.879448,     -372.108
     0.849389,     -287.248
     0.886215,     -206.107
     0.844828,     -624.291
     0.844657,     -624.291
     0.780688,     0.244773
     0.780314,     0.244773
     0.827933,     -219.198
     0.963303,     -361.743
     0.829123,     -310.019
     0.923101,     -220.207
     0.792187,     0.408722
     0.924033,     -248.528
      1.11006,     -540.696
     0.967210,     -257.293
     0.974700,     -531.885
     0.964720,     -213.021
      1.28387,     -244.019
     0.807986,      1.62801
      1.29178,     -133.512
      1.21713,     -254.416
     0.863846,     -1019.99
     0.905995,     -349.114
      1.28230,     -427.676
      1.25726,     -677.603
     0.862693,     -123.815
     0.857474,     -152.503
     0.942803,     -565.673
      1.12059,     -217.840
      1.17056,     -385.503
      1.02463,     -400.676
     0.865726,     -201.446
      1.28514,     -506.487
     0.821539,     -903.821
     0.791562,      1.35014
     0.854842,     -145.770
     0.866811,     -342.022
     0.868210,     -218.887
     0.862987,     -225.662
      1.07987,     -72.4718
      1.39963,     -250.693
      1.22814,     -276.894
      1.23163,     -189.685
     0.842508,     0.177526
      1.19468,     -126.352
     0.863602,     -220.999
      1.23367,     -350.957
      1.17798,     -116.964
     0.865387,     -189.374
     0.779313,     0.755292
     0.863388,     -197.480
     0.975659,     -441.389
      1.04212,     -117.047
     0.778823,     0.314654
     0.985022,     -390.231
     0.927745,     -195.490
     0.813635,     -253.173
      1.09266,     -370.789
     0.842755,     -225.789
      1.25732,     -467.261
     0.872881,     -1175.75
     0.942915,     -267.874
      1.39971,     -1007.53
     0.865702,     -131.018
      1.00872,     -195.235
     0.811477,     0.167858
      1.36460,     -199.111
      1.02312,     -281.486
     0.805026,     0.156551
      1.25856,     -121.113
     0.805664,     0.352556
      1.41578,     -226.109
      1.17270,     -125.532
      1.27628,     -314.419
      1.27619,     -314.419
     0.870750,     -107.707
      1.24664,     -175.765
      1.27506,     -256.055
      1.27519,     -256.055
      1.30782,     -198.407
      1.25822,     -330.865
      1.01872,     -199.607
      1.03996,     -223.701
      1.03988,     -223.701
     0.841239,     -284.927
      1.12438,     -146.249
     0.751296,     0.537588
     0.752005,     -199.793
      1.28834,     -486.592
     0.943479,     -177.775
      1.24884,     -115.981
     0.758241,     0.621045
      1.20793,     -131.786
      1.10656,     -422.950
      1.10650,     -422.950
     0.943858,     -222.504
      1.02034,     -521.307
      1.02066,     -521.307
     0.851373,     -200.638
      1.04146,     -100.202
     0.943702,     -214.630
     0.826684,     -528.825
      1.24611,     -371.109
     0.780061,     0.664573
      1.25102,     -487.872
      1.24951,     -177.384
     0.925815,     -856.845
     0.870584,     -170.177
     0.789667,     0.602647
      1.21686,     -181.361
      1.41536,     -133.465
      1.01874,     -386.573
     0.960234,     -336.262
     0.761804,      1.99455
      1.27804,     -428.848
      1.19343,     -294.651
     0.754498,     0.434481
     0.804250,     -757.849
      1.34424,     -211.409
      1.34193,     -159.586
     0.923442,     -155.163
     0.788772,     -291.414
     0.871232,     -330.872
     0.767226,     0.402853
     0.932524,     -185.026
     0.979521,     -377.837
      1.03828,     -237.645
      1.26448,     -283.087
     0.857843,     -213.674
     0.807213,     0.541977
     0.954554,     -252.524
     0.809031,      1.43582
     0.802466,     0.535644
     0.817986,     0.561996
     0.799718,     0.597091
      1.23107,     -374.404
      1.23116,     -374.404
      1.10824,     -113.047
      1.28009,     -214.165
      1.03926,     -255.093
     0.804340,     -487.768
      1.20490,     -343.762
     0.806869,     0.500388
      1.21291,     -205.744
     0.806346,     0.389196
     0.779079,     0.329379
     0.779166,     0.329379
     0.992486,     -171.669
     0.992849,     -171.669
     0.814060,     0.294193
     0.814358,     0.463459
     0.762249,     0.390150
     0.762181,     0.390150
      1.04046,     -353.006
      1.00792,     -113.404
      1.04038,     -225.691
     0.831526,     0.797072
      1.17402,     -128.195
      1.17401,     -128.195
     0.923058,     -702.212
     0.766233,    0.0185001
      1.10854,     -281.534
     0.813358,     -170.122
     0.813891,     -331.991
     0.822887,     -134.626
     0.862183,     -232.508
      1.00893,     -428.717
      1.14079,     -116.868
      1.01795,     -614.048
     0.777918,     0.324673
      1.01803,     -302.675
      1.26515,     -170.822
      1.26493,     -170.822
     0.793444,     0.203865
     0.793973,     -581.517
     0.831710,   -0.0119015
     0.844508,     -176.794
      1.28759,     -137.573
     0.831812,     -561.344
     0.988166,     -202.037
     0.988045,     -202.037
     0.830422,     -251.559
     0.988060,     -241.769
     0.872127,     -284.697
     0.872096,     -284.697
      1.27834,     -274.256
      1.27885,     -274.256
     0.881687,     -211.119
     0.881442,     -211.119
      1.31090,     -351.434
      1.31061,     -351.434
     0.973307,     -161.922
     0.973191,     -161.922
     0.861946,     -179.991
     0.861896,     -179.991
      1.42727,     -125.994
      1.42030,     -125.994
     0.974203,     -134.299
     0.830852,     -368.980
     0.828788,     -196.732
     0.829173,     -196.732
      1.42117,     -86.1973
      1.42109,     -86.1973
      1.25909,     -204.358
      1.25885,     -204.358
     0.890156,     -176.779
     0.890208,     -176.779
     0.829914,     -515.843
     0.829836,     -515.843
      1.00886,     -831.165
      1.00883,     -831.165
     0.775434,     0.178710
     0.775505,     0.178710
      1.00046,     -624.762
      1.00038,     -624.762
     0.882046,     -288.503
      1.26238,     -195.084
      1.26168,     -195.084
     0.810419,     0.401583
     0.810485,     0.401583
     0.956603,     -211.541
     0.956647,     -211.541
      1.04876,     -142.196
      1.04846,     -142.196
     0.998211,     -83.0660
     0.998122,     -83.0660
     0.796697,     0.998049
     0.796026,      1.03130
     0.795961,      1.03130
     0.881048,     -192.139
     0.880972,     -192.139
     0.880189,     -512.693
     0.793236,     0.305837
     0.793042,     0.305837
      1.00868,     -105.694
      1.00854,     -105.694
     0.997450,     -160.670
      1.28600,     -143.146
     0.864116,     -340.217
     0.832517,     -264.088
     0.847001,     -178.369
     0.846969,     -178.369
     0.974825,     -1209.26
      1.20793,     -211.154
      1.20784,     -211.154
     0.831445,     -276.877
     0.831463,     -276.877
     0.808886,     0.570622
     0.808930,     0.570622
     0.755719,     0.404318
     0.975184,     -263.701
     0.975118,     -263.701
     0.791048,      1.83967
     0.791006,      1.83967
     0.844590,     -346.391
     0.978122,     -141.473
     0.978060,     -141.473
     0.793052,     0.377051
     0.755675,     0.205542
     0.792830,     0.496326
     0.846575,     -99.1330
      1.00869,     -225.285
      1.00864,     -225.285
     0.773411,     0.515630
     0.907380,     -129.782
     0.907320,     -129.782
     0.774873,     0.158054
      1.42056,     -786.955
     0.948231,     -263.419
     0.907510,     -232.602
      1.34548,     -96.1993
     0.792534,      2.05324
     0.885750,     -507.539
     0.780973,      1.74802
     0.791505,      1.09635
      1.17191,     -269.671
     0.853200,     -166.780
      1.28467,     -695.258
      1.01256,     -110.480
     0.810305,     -817.998
     0.863438,     -247.718
     0.885138,     -813.951
      1.30697,     -517.011
     0.850925,     -273.084
      1.28897,     -158.357
      1.28879,     -158.357
      1.04932,     -125.062
      1.01820,     -135.546
      1.16722,     -203.667
     0.905002,     -217.680
     0.952733,     -192.868
     0.792113,      2.03372
     0.792660,      1.01080
      1.03384,     -302.243
      1.27463,     -154.584
     0.864064,     -668.170
      1.32504,     -228.892
     0.999470,     -144.599
      1.23276,     -163.915
     0.863768,     -282.538
     0.779860,     0.336046
     0.886677,     -190.998
      1.02247,     -191.338
     0.852836,     -133.226
     0.863743,     -301.100
     0.927172,     -164.719
     0.906718,     -211.036
      1.21659,     -220.504
      1.10040,     -162.883
     0.864069,     -612.993
     0.863944,     -200.140
      1.44568,     -106.324
     0.751575,     0.342792
     0.751262,     0.634111
     0.794560,     0.576465
     0.907001,     -284.925
      1.12126,     -425.576
     0.858934,     -249.011
      1.10123,     -121.011
     0.939941,     -193.241
      1.04363,     -255.846
      1.06321,     -391.696
     0.792218,     0.135189
      1.11289,     -134.066
      1.39911,     -164.102
      1.08342,     -114.175
     0.854142,     -190.093
     0.748909,     -103.210
     0.810800,     0.399677
      1.30197,     -180.030
      1.21316,     -285.060
      1.25115,     -324.314
     0.867024,     -314.679
     0.778973,     0.799189
      1.28783,     -189.346
     0.825924,     -391.866
     0.966317,     -268.771
     0.984216,     -235.374
      1.23605,     -141.776
      1.10169,     -267.820
      1.02556,     -156.535
      1.28551,     -86.5014
     0.810271,     0.732192
     0.845230,     -150.888
      1.36424,     -381.295
     0.874415,     -362.014
      1.39634,     -699.755
      1.24377,     -117.679
      1.02195,     -119.396
     0.938143,     -629.649
      1.10633,     -131.849
      1.10624,     -131.849
     0.824800,     -352.270
      1.35542,     -281.020
      1.19455,     -85.1329
     0.943332,     -350.581
     0.942868,     -350.581
      1.21555,     -1392.60
      1.39423,     -112.935
     0.983227,     -249.631
      1.11720,     -231.058
      1.27779,     -189.963
      1.13312,     -179.955
     0.856971,     -152.782
      1.28247,     -247.198
     0.993673,     -700.184
      1.06863,     -123.873
     0.916854,     -134.311
     0.774813,     0.294286
     0.754128,     0.167769
      1.22144,     -148.879
     0.826028,     -1514.05
     0.922566,     -95.9283
      1.30491,     -125.159
     0.806529,     -184.898
     0.907911,     -447.315
     0.806823,     0.436980
     0.982818,     -365.719
      1.37388,     -260.138
     0.766351,     0.930248
     0.772858,   -0.0312255
     0.905340,     -821.430
     0.775811,    0.0992724
     0.805829,     -204.358
      1.22257,     -470.384
     0.776491,   0.00839794
     0.982468,     -752.243
     0.758779,     0.261144
     0.772980,      1.28521
     0.803219,     -188.343
     0.992816,     -920.618
     0.982652,     -245.892
     0.826534,     -449.059
      1.18262,     -1354.07
      1.18230,     -1354.07
      1.20548,     -908.970
     0.825235,     -507.712
     0.901456,     -141.817
     0.994381,     -134.161
      1.10718,     -190.635
      1.10679,     -408.479
      1.10687,     -408.479
      1.17388,     -430.347
      1.17373,     -430.347
      1.21387,     -326.457
      1.21392,     -326.457
     0.817749,     -629.170
     0.901339,     -132.585
      1.18252,     -692.931
     0.790871,     -291.356
     0.983529,     -252.538
     0.983547,     -698.757
     0.742574,     0.264926
     0.742279,     0.264926
     0.983725,     -418.470
     0.831692,     -411.017
     0.929334,     -359.578
     0.929310,     -359.578
      1.10851,     -127.758
     0.982930,     -223.627
     0.982974,     -223.627
     0.800251,     0.550913
     0.799979,     0.550913
     0.826922,     -197.509
     0.869230,     -411.135
     0.999723,     -255.882
      1.14229,     -331.445
      1.10968,     -288.072
      1.11068,     -288.072
     0.862259,     -195.799
     0.999773,     -279.176
     0.998960,     -98.0604
     0.998805,     -98.0604
      1.28607,     -401.959
      1.28558,     -401.959
     0.974465,     -145.164
      1.16628,     -104.772
      1.29803,     -297.542
     0.837475,     -263.287
     0.837295,     -263.287
     0.882672,     -191.048
     0.873984,     -151.502
     0.975212,     -216.801
     0.975178,     -216.801
      1.00863,     -260.110
      1.06641,     -448.037
      1.06612,     -448.037
      1.00860,     -420.376
      1.00869,     -420.376
      1.16175,     -117.136
      1.16148,     -117.136
     0.808596,     0.556604
     0.906864,     -210.546
     0.906820,     -210.546
     0.906875,     -195.228
      1.15900,     -415.319
     0.807998,     0.196864
     0.790080,     0.970699
      1.00118,     -554.677
     0.773941,      1.16766
      1.01800,     -291.276
      1.01778,     -291.276
     0.810006,     -282.611
     0.810190,     -479.760
     0.809948,     -479.760
      1.28342,     -300.311
      1.25871,     -244.421
      1.25865,     -244.421
     0.809927,     0.390593
     0.838278,     -262.581
     0.838181,     -262.581
      1.21446,     -121.376
     0.948103,     -271.857
     0.948091,     -271.857
     0.777316,    -0.299406
      1.01830,     -389.038
      1.01812,     -389.038
     0.863765,     -225.393
     0.790429,     0.445066
      1.03080,     -84.2587
      1.03130,     -84.2587
     0.876654,     -105.492
      1.33596,     -191.813
      1.43229,     -134.031
      1.43203,     -134.031
      1.01178,     -146.982
     0.780438,      1.53754
     0.780255,      1.53754
     0.918844,     -152.073
