# z      ,        O[II] EW
     0.963060,      20.0865
     0.898771,      30.8517
     0.898871,      30.8517
     0.984979,      50.8741
      1.21684,      50.4371
     0.795375,      17.1427
      1.37335,      42.1629
     0.838955,      43.2198
      1.13294,      40.8222
     0.961272,      47.0473
      1.21807,      27.4392
     0.961625,      60.6056
     0.961211,      21.4187
      1.25184,      33.0360
     0.858006,      31.9796
     0.837936,      18.7960
      1.29997,      31.8758
     0.977309,      33.2775
      1.22940,      42.9077
     0.858716,      48.0751
     0.968662,      14.9422
     0.861919,      119.673
      1.26791,      24.2538
     0.862459,      90.4690
     0.863305,      28.5661
     0.864268,      44.2177
     0.821725,      38.7593
     0.823825,      42.6556
     0.863721,      35.1396
      1.15830,      34.6058
     0.771512,      56.0160
     0.771475,      56.0160
      1.21788,      76.3381
     0.965810,      28.8355
      1.27881,      53.4048
     0.863737,      10.7380
     0.772676,      40.4179
      1.11331,      25.0010
      1.12014,      55.7187
     0.861559,      19.7420
      1.11108,      28.6005
      1.19076,      24.0490
      1.19007,      24.0490
     0.772895,      12.6512
     0.896688,      59.2676
     0.896732,      59.2676
     0.845884,      16.6478
      1.17363,      73.2036
     0.771116,      76.8633
     0.771119,      30.0620
     0.821900,      42.6856
      1.17358,      42.5614
      1.17696,      50.4877
      1.17619,      50.4877
     0.771914,      29.0312
      1.17435,      25.0169
      1.27206,      41.2866
      1.28103,      84.1560
     0.960632,      46.6103
     0.960832,      46.6103
      1.26905,      33.8577
     0.859654,      47.0992
     0.841476,      40.4931
      1.17503,      36.8479
     0.919146,      83.4369
     0.863539,      70.0033
     0.862356,      59.4623
     0.860625,      24.1851
      1.08520,      39.1708
      1.17581,      7.28948
      1.17504,      7.28948
     0.985750,      30.6698
      1.20001,      14.8805
     0.964174,      29.3026
     0.964250,      48.3100
     0.960596,      13.0446
     0.860646,      3.81560
      1.11008,      58.6111
     0.967221,      32.3596
     0.906762,      50.2302
     0.846586,      40.1314
     0.857277,      23.9706
     0.848677,      71.4058
      1.21101,      16.2963
     0.860575,      21.1493
     0.803279,      25.5449
      1.13270,      32.3459
     0.858486,      47.3226
      1.21314,      28.7833
      1.41940,      18.1873
     0.862076,      29.0274
      1.11832,      39.1768
      1.11835,      39.1768
      1.17568,      33.9273
     0.940189,      47.5087
     0.861457,      21.8796
     0.866899,      26.9181
      1.33696,      37.4641
      1.36771,      53.5314
      1.10962,      45.7519
     0.803974,      41.3798
      1.08963,      40.7965
      1.33540,      109.692
      1.17953,      30.1290
      1.18967,      50.1985
      1.04251,      38.3438
     0.868397,      58.6704
      1.33673,      43.3458
     0.910792,      38.4191
      1.37544,      72.7720
      1.26996,      46.3187
     0.783653,      46.4518
     0.782982,      31.8610
     0.818165,      56.4877
     0.858223,      42.0065
      1.24154,      79.4784
      1.40377,      80.0090
     0.967337,      45.7790
     0.874165,      28.5154
     0.865844,      40.9476
      1.07872,      22.6979
     0.860571,      90.5789
     0.935457,      46.1055
     0.868089,      45.1157
      1.27484,      24.7748
     0.937513,      41.4291
      1.11621,      32.2697
     0.913804,      7.33105
     0.786260,      50.2923
     0.793052,      7.57843
     0.794196,      45.1737
      1.08421,      43.0423
      1.39885,      51.7763
      1.39878,      51.7763
      1.40029,      101.775
     0.806573,      18.9866
     0.763773,      46.0831
     0.791294,      8.00356
      1.33852,      13.4865
      1.22711,      52.9589
      1.33885,      22.1297
     0.846817,      37.7519
      1.17621,      128.015
     0.968247,      72.6376
      1.45308,      49.9971
      1.13032,      37.5773
     0.939753,      76.3825
      1.29065,      37.9853
     0.957918,      22.9012
     0.781478,      26.7828
     0.838816,      71.4483
     0.864464,      42.2393
      1.22379,      12.8560
     0.910106,      84.3662
      1.16631,      14.8035
      1.29038,      34.3897
      1.29083,      15.2833
      1.31378,      25.8051
     0.806484,      14.2128
     0.806197,      37.2921
     0.798550,      32.8114
     0.988679,      28.1070
     0.965883,      82.4270
      1.16837,      66.4132
      1.16831,      66.4132
     0.825246,      42.1416
      1.02539,      34.4395
     0.820617,      25.8640
     0.972285,      57.7791
     0.972095,      7.13406
     0.971557,      18.6111
     0.971141,      45.4668
      1.15235,      32.7643
     0.771805,      41.9767
     0.802343,      18.1942
     0.864983,      49.3028
     0.800420,      13.7499
     0.797130,      21.8218
     0.848260,      13.8005
     0.798425,      24.8850
      1.06076,      47.3444
     0.777022,      57.8984
     0.794924,      28.8114
     0.907075,      48.3071
      1.27162,      27.8025
     0.796823,      99.0528
      1.45671,      59.8979
      1.35885,      63.1320
     0.826344,      19.2494
      1.04806,      63.8081
     0.794520,      92.8661
     0.785447,      45.9989
     0.862629,      16.0551
     0.860887,      39.0933
     0.875274,      32.5360
      1.03002,      32.3751
     0.823101,      11.6002
      1.27117,      9.88957
     0.732268,      25.0293
      1.27074,      58.6383
      1.02916,      51.3880
      1.15445,      39.4706
     0.876173,      50.0309
     0.830320,      29.6336
     0.770210,      55.0215
     0.771559,      39.6508
      1.27888,      58.2622
      1.02809,      47.6057
     0.784144,      41.3429
      1.25835,      102.707
     0.821951,      75.9990
     0.827235,      21.6732
     0.822070,      58.6023
     0.780996,      33.9566
      1.22812,      48.5968
      1.03052,      4.35343
     0.822799,      47.4363
     0.772896,      6.08579
      1.02832,      31.9606
     0.929914,      50.9090
      1.17018,      74.0621
     0.958520,      36.0414
     0.846034,      53.3629
     0.797980,      109.844
      1.42112,      101.497
      1.22295,      35.4541
     0.797268,      12.8382
      1.31493,      58.2503
     0.901277,      14.8959
     0.958974,      68.3357
     0.822690,      22.8755
     0.822710,      22.8755
     0.824201,      30.2493
     0.962989,      30.2896
      1.31766,      32.6305
     0.772113,      21.6097
     0.821488,      68.0147
     0.798043,      7.65446
     0.869878,      29.9100
     0.822696,      12.7091
     0.961466,      42.5089
     0.785383,      25.3954
     0.785366,      25.3954
      1.27356,      40.0699
     0.860705,      67.1102
      1.26613,      37.0806
     0.845828,      8.11699
      1.15297,      29.7534
      1.02396,      39.8826
     0.845908,      18.5674
     0.863194,      56.7627
      1.26608,      86.9023
     0.846080,      22.5680
     0.959775,      27.6654
     0.861618,      38.1691
     0.842227,      76.1009
     0.771158,      78.9785
     0.862795,      135.323
     0.846142,      16.7796
     0.845244,      8.36290
      1.11242,      30.2213
      1.11132,      185.353
      1.05023,      25.5095
     0.861196,      66.7781
      1.16260,      49.3295
     0.845637,      48.1275
      1.06385,      18.0545
     0.772127,      31.8145
      1.02497,      99.0798
     0.860956,      51.2455
      1.02581,      51.8994
      1.39304,      46.9119
     0.828404,      64.2947
      1.12375,      24.7772
     0.846253,      18.8797
     0.847240,      33.7571
      1.02571,      58.9378
      1.13631,      54.6234
     0.861762,      25.6100
     0.844851,      27.2998
     0.825240,      40.0143
     0.845831,      93.0181
     0.845766,      93.0181
     0.779498,      59.3141
     0.863719,      23.2983
      1.15082,      61.5014
      1.15077,      61.5014
     0.743105,      58.8310
     0.778832,      55.2714
     0.827310,      11.1632
      1.17293,      55.6373
     0.780055,      28.9980
      1.10760,      31.8554
     0.785816,      18.9045
     0.863115,      55.2670
     0.770071,      36.8305
     0.770315,      55.1053
     0.844377,      48.2317
      1.02693,      16.3147
     0.825967,      30.3025
     0.843278,      40.4077
      1.11905,      28.4241
     0.862864,      10.7426
      1.17344,      234.613
      1.42721,      77.7544
     0.850558,      9.90953
     0.863271,      47.9894
      1.11039,      86.7201
     0.829223,      28.5715
     0.829240,      28.5715
     0.827080,      30.4777
     0.890767,      56.6139
     0.890585,      56.6139
     0.800766,      21.8465
      1.33520,      29.6344
     0.769883,      18.4565
     0.862668,      46.5541
     0.862979,      56.7303
     0.833755,      33.1225
      1.04318,      40.6082
     0.862395,      83.3437
      1.23641,      47.4905
     0.861222,      32.4460
     0.867318,      44.3409
      1.27767,      51.1272
      1.26724,      120.123
      1.26724,      120.123
      1.23565,      30.3468
      1.18019,      90.9556
      1.18002,      90.9556
     0.859436,      66.5757
     0.873754,      89.4979
     0.912425,      20.9440
     0.719582,      13.9720
     0.719645,      13.9720
     0.938745,      4.91981
      1.26933,      50.7745
      1.39962,      48.8269
     0.975908,      20.8262
     0.865508,      60.6783
     0.791496,      59.4321
     0.977133,      42.2686
     0.860156,      34.3495
      1.37565,      41.5788
     0.976789,      87.1374
     0.976898,      87.1374
     0.913861,      65.7526
      1.28937,      20.3582
     0.968636,      47.4448
     0.731564,      20.2251
     0.968261,      41.7045
     0.794943,      41.9418
      1.17779,      49.4871
     0.978195,      84.0943
     0.806692,      33.2572
     0.805809,      56.8584
      1.22763,      62.4829
     0.959101,      27.2622
      1.22565,      59.9806
     0.956784,      50.0523
     0.808281,      38.8562
      1.02605,      86.0229
      1.02745,      50.5046
     0.969858,      34.3953
      1.02443,      37.0092
      1.02533,      37.0092
      1.25209,      94.4686
     0.847251,      46.5573
     0.799239,      31.9086
     0.806372,      29.7789
     0.849343,      46.5469
     0.768402,      50.3846
      1.09376,      87.2506
      1.09365,      87.2506
      1.02301,      30.9082
      1.25348,      78.9796
      1.25361,      78.9796
     0.770892,      40.8728
     0.884603,      21.4790
     0.884779,      21.4790
     0.848650,      33.7092
     0.907268,      63.1905
     0.732833,      40.6104
